sgRNA,Gene,Day3.bulk.no1,Day9.bulk.no1,Day9.CD11b.low.no1,Day9.CD11b.high.no1,Day3.bulk.no2,Day9.bulk.no2,Day9.CD11b.low.no2,Day9.CD11b.high.no2
sgRNA_3332,PRDM4,148.6509252,175.9348165,189.5950414,304.4857975,90.57762149,228.5335984,190.7489796,72.33820116
sgRNA_171,RRP7A,270.4372253,303.3084392,443.8247559,254.851749,138.273084,305.104134,405.2180395,222.879863
sgRNA_3678,RING1,148.6509252,125.7814525,158.7140308,137.4481343,98.89150946,187.30331,208.5390398,144.6764023
sgRNA_3819,NonTargetingControlGuideForHuman_0741,246.5575587,451.3802757,425.8706801,492.5224813,166.7153323,391.6877395,494.1683409,303.0384103
sgRNA_3164,NAP1L4,196.4102586,350.2774626,170.2046394,261.5332556,162.7771749,377.5516407,293.5359945,349.9604867
sgRNA_1300,HAT1,373.7167838,242.0098833,561.6034938,391.3453824,195.5951537,439.9860773,642.4188431,150.5416619
sgRNA_1571,L3MBTL1,313.4206254,407.5955929,493.3780054,635.6976212,182.4679621,392.8657478,582.1303055,291.3078912
sgRNA_2346,MKRN3,264.4673087,513.4749168,460.3425058,420.9349113,166.7153323,354.58048,480.3316273,260.0265069
sgRNA_3623,POLDIP3,169.5456336,243.6020536,427.3070061,204.2631996,106.3302513,191.4263389,178.8889394,230.7002091
sgRNA_1042,CHD2,31.64055837,89.95762108,86.17956426,153.6746502,49.00818168,101.3087086,127.4954319,37.14664384
sgRNA_1545,ZBTB38,262.6763337,421.1290403,473.9876034,481.0684701,160.1517366,383.4416819,454.6348736,191.5984788
sgRNA_4967,HNRNPCL1,250.1395087,296.9397581,337.5366267,376.0733675,149.2124103,303.9261257,219.4107433,254.1612473
sgRNA_5428,SAMD9,219.6929336,316.8418866,272.9019535,361.7558535,93.64063285,270.3528909,533.7018081,160.3170945
sgRNA_78,ANKRD17,197.6042419,312.0653758,389.9625283,333.1208255,145.2742528,326.3082823,311.3260547,148.5865754
sgRNA_2685,CPSF4,163.5757169,218.9234141,331.7913224,168.9466651,147.4621181,306.2821422,397.3113461,326.4994485
sgRNA_2371,CUL5,122.3832918,93.9380468,160.86852,137.4481343,68.26139591,110.7327745,96.85699481,54.7424225
sgRNA_3851,METTL17,137.3080835,168.7700502,217.6033998,196.6271921,137.835511,262.1068332,380.5096225,156.4069214
sgRNA_1441,METTL1,265.661292,263.5041821,539.3404397,594.6540811,153.5881408,307.4601504,367.6612456,197.4637383
sgRNA_4040,SRRT,226.8568336,154.4405176,178.8225958,133.6301306,155.338433,190.8373348,567.3052553,359.7359193
sgRNA_5082,EPHB3,146.2629585,188.6721787,293.0105185,354.119846,98.89150946,189.6593265,250.0491805,66.47294161
sgRNA_992,LARP1B,352.8220755,296.1436729,371.2902894,390.3908815,160.5893096,372.2506036,366.6729089,293.2629777
sgRNA_209,RBM15,155.8148252,230.0686061,235.5574756,339.802332,119.0198698,275.0649239,279.6992809,103.6195854
sgRNA_308,NSD1,328.3454171,347.0931221,450.2882233,452.4334421,164.5274671,392.8657478,425.9731098,240.4756417
sgRNA_5212,PABPC1L,281.1830754,438.6429134,298.0376597,377.0278684,136.5227918,357.5255006,249.0608438,392.9723901
sgRNA_2294,MED11,303.8687587,394.0621455,331.0731594,690.1041744,196.4702998,472.970308,471.4365972,668.6395891
sgRNA_907,KDM5C,154.6208419,202.2056262,73.25262962,178.4916744,111.5811279,125.4578775,224.3524268,119.2602776
sgRNA_2706,NonTargetingControlGuideForHuman_0816,192.2313169,277.0376295,284.3925621,280.6232742,99.76665556,266.8188662,355.8012054,50.83224946
sgRNA_3190,ZNF239,339.0912671,400.4308266,695.8999814,385.6183768,178.5298047,424.0829661,399.2880194,144.6764023
sgRNA_4093,PRDM4,223.8718753,371.7717615,424.434354,437.1614272,213.5356487,517.7346211,403.2413661,451.6249856
sgRNA_1244,CTCF,469.8324423,568.4047916,470.3967883,1245.623717,247.6663467,600.1951979,367.6612456,596.301388
sgRNA_1599,KDM6A,230.4387836,330.3753341,555.1400264,398.9813899,178.5298047,374.017616,438.8214867,160.3170945
sgRNA_3268,PCGF1,251.9304837,463.3215528,739.7079266,113.585611,178.5298047,344.56741,650.3255366,127.0806237
sgRNA_1135,CSTF2T,227.4538253,371.7717615,318.8643878,370.3463619,195.1575806,325.7192781,418.0664164,551.334398
sgRNA_3513,CARHSP1,277.6011254,445.0115946,330.3549963,405.6628964,148.7748372,388.1537148,454.6348736,463.3555047
sgRNA_268,A1CF,414.9092089,382.1208683,362.6723329,418.0714085,199.9708842,534.8157406,605.8503859,211.1493439
sgRNA_3149,MLL,97.90663346,137.7227296,81.15242301,163.2196595,50.32090083,154.3190793,63.25354763,181.8230462
sgRNA_2024,SNRPD1,168.3516502,319.2301421,168.0501503,277.7597714,133.8973535,195.5493677,300.4543512,252.2061608
sgRNA_1437,PRDM2,118.8013418,195.836945,293.0105185,297.804291,146.586972,249.1487426,238.1891403,56.69750902
sgRNA_3364,CBX4,98.50362513,125.7814525,122.8058791,167.9921642,74.82499167,206.740446,107.7286983,62.56276857
sgRNA_5509,EED,152.2328752,162.401369,397.8623217,174.6736707,95.8284981,159.0311123,211.5040499,23.46103821
sgRNA_4083,SAMD14,201.1861919,314.4536312,351.1817244,261.5332556,152.2754216,305.6931381,349.8711853,213.1044304
sgRNA_1849,HDAC5,199.3952169,477.6510854,617.6202105,640.4701258,214.8483679,451.7661597,365.6845722,443.8046396
sgRNA_4791,PHF8,187.4553836,319.2301421,236.2756387,206.1722015,140.4609493,338.0883647,328.1277783,353.8706597
sgRNA_5455,ZNF217,250.7365003,328.7831638,319.5825508,1408.843377,221.4119637,417.6039208,162.0872158,1173.051911
sgRNA_3555,EPHA8,182.0824586,396.4504009,501.9959618,354.119846,147.024545,345.1564141,417.0780797,275.667199
sgRNA_4400,TTC14,293.1229087,396.4504009,519.2318747,297.804291,172.403782,477.0933369,512.9467378,140.7662293
sgRNA_3925,PNPT1,57.31120007,109.8597496,189.5950414,96.4045942,75.26256472,76.57053555,281.6759543,33.2364708
sgRNA_2060,PPFIA1,331.3303754,509.4944911,467.5241361,660.5146454,261.2311113,489.4624234,392.3696626,471.1758508
sgRNA_2205,MTHFSD,211.9320419,425.9055511,466.08781,405.6628964,205.2217608,412.8918878,365.6845722,301.0833238
sgRNA_3372,UNK,475.2053673,742.7474378,588.1755261,654.7876398,292.2987979,686.7788035,509.9817278,357.7808328
sgRNA_1883,ASH2L,347.4491504,280.2219701,488.3508641,288.2592817,202.5963225,407.0018467,1045.660209,117.3051911
sgRNA_2741,BRD8,325.9574504,460.1372123,499.8414727,493.4769822,238.0397396,469.4362833,317.2560748,230.7002091
sgRNA_199,DAZL,185.0674169,293.7554175,185.2860632,396.1178871,174.5916472,328.6642987,378.5329491,146.6314888
sgRNA_2732,WDSUB1,57.31120007,68.46332224,149.3779114,120.2671175,50.75847388,82.46057675,61.27687427,70.38311464
sgRNA_4973,ING3,199.9922086,207.7782221,250.6388994,333.1208255,130.8343422,294.5020598,335.0461351,152.4967484
sgRNA_5243,MED25,521.7707173,728.4179052,769.8707741,666.241651,371.49952,773.362409,745.205858,629.5378588
sgRNA_3945,SYNJ1,383.8656422,555.6674293,550.8310482,412.3444029,206.5344799,454.1221762,485.2733107,303.0384103
sgRNA_2081,DNAJC17,177.9035169,181.5074125,209.7036064,302.5767957,104.5799591,202.6174171,253.0141905,238.5205552
sgRNA_4571,MED1,202.9771669,339.9283558,254.9478776,863.8233441,199.5333111,470.0252874,239.177477,823.091424
sgRNA_30,CBX1,148.6509252,221.3116696,284.3925621,211.8992071,112.8938471,215.5755078,343.9411652,60.60768205
sgRNA_5376,ZNF638,436.4009089,605.8207933,649.2193841,755.9647387,303.6756972,604.3182267,593.002009,535.6937059
sgRNA_3926,RBM4B,385.0596255,618.5581556,613.3112323,713.0121967,306.3011355,589.0041196,606.8387226,342.1401406
sgRNA_3796,METTL24,161.1877502,234.0490318,248.4844103,272.9872668,83.13887963,198.4943883,154.1805223,132.9458832
sgRNA_3354,YY2,161.1877502,265.0963524,428.0251692,269.169263,159.7141635,209.6854666,255.9792006,258.0714204
sgRNA_5440,METTL4,284.7650254,526.2122791,662.8644818,515.4305037,232.3512899,435.2740444,634.5121497,504.4123216
sgRNA_3777,ZFR2,146.2629585,286.5906512,271.4656274,308.3038013,124.7083194,282.1329733,261.9092207,326.4994485
sgRNA_5249,DAZ1,623.2593008,1000.679024,883.3405337,940.1834187,487.8939515,994.827958,1006.126742,621.7175127
sgRNA_2463,METTL18,228.050817,205.3899667,196.0585087,238.6252332,148.3372642,206.740446,178.8889394,175.9577866
sgRNA_2148,CBX2,152.8298669,252.3589901,191.0313674,217.6262127,132.5846344,242.6696973,331.0927884,144.6764023
sgRNA_2283,MEX3D,276.407142,438.6429134,392.8351804,379.8913712,161.9020288,377.5516407,339.9878185,256.1163338
sgRNA_160,SNRNP70,179.6944919,132.9462188,179.5407589,340.756833,100.6418017,177.29024,305.3960347,109.484845
sgRNA_1349,ESCO2,179.0975002,176.7309016,191.7495305,263.4422574,127.7713308,197.9053842,182.8422861,306.9485833
sgRNA_3920,EPHA4,79.99688344,124.9853673,265.7203231,107.8586054,90.57762149,139.0049722,111.682045,117.3051911
sgRNA_3552,MED19,99.10061679,104.2871536,48.11692338,671.0141557,53.82148524,91.29563854,15.81338691,322.5892755
sgRNA_278,SNRPF,220.886917,76.42417366,109.1607814,255.80625,85.32674489,132.5259269,130.460442,41.05681688
sgRNA_3130,MTA1,256.1094253,214.9429884,237.7119648,292.0772854,116.3944315,224.4105696,104.7636883,130.9907967
sgRNA_811,ZMAT5,145.0689752,166.3817947,251.3570624,180.4006763,122.5204542,299.8030969,346.9061753,158.3620079
sgRNA_4069,WDR11,275.8101504,564.4243659,379.1900827,475.3414645,240.2276048,457.6562009,524.806778,488.7716295
sgRNA_3030,LEPRE1,167.7546585,245.990309,347.5909092,269.169263,159.2765905,283.3109815,180.8656128,213.1044304
sgRNA_2305,ZCCHC14,204.7681419,210.1664776,255.6660406,278.7142724,151.8378486,299.8030969,310.3377181,406.6579957
sgRNA_4129,BPTF,208.3500919,264.3002673,286.5470512,329.3028218,141.3360954,311.5831793,331.0927884,148.5865754
sgRNA_1708,RFTN1,143.2780002,90.75370623,251.3570624,152.7201492,101.9545208,161.3871288,210.5157132,27.37121125
sgRNA_1329,TARDBP,287.152992,385.3052089,423.7161909,405.6628964,208.2847721,488.8734193,1000.196722,156.4069214
sgRNA_4008,KDM3A,101.4885835,243.6020536,149.3779114,238.6252332,107.2053974,172.578207,242.142487,134.9009697
sgRNA_2357,HINFP,499.6820256,462.5254677,423.7161909,1589.244053,413.5065329,513.0225882,504.0517077,631.4929453
sgRNA_2438,SMYD5,347.4491504,671.099775,721.7538507,805.5987872,298.4248206,677.3547376,614.745416,424.2537744
sgRNA_1766,SAMD10,454.3106589,561.2400253,553.7037004,830.4158115,307.6138546,654.3835769,748.1708681,768.3490015
sgRNA_2924,YTHDF3,212.5290336,243.6020536,244.8935951,237.6707322,107.6429705,239.1356726,272.7809242,168.1374405
sgRNA_2366,NonTargetingControlGuideForHuman_0704,565.3511091,810.4146749,588.8936891,704.4216883,330.3676533,775.7184255,672.0689436,449.6698991
sgRNA_4735,CIRBP,245.960567,373.3639318,332.5094854,715.8756995,238.0397396,388.1537148,230.2824468,267.846853
sgRNA_5036,RC3H2,236.4087003,288.1828215,265.0021601,248.1702425,101.5169478,372.8396077,324.1744316,277.6222855
sgRNA_2630,SMARCD1,285.9590087,245.1942238,363.390496,641.4246268,131.7094883,285.666998,215.4573966,76.2483742
sgRNA_1926,PCBP3,321.7785087,523.8240237,560.8853307,577.4730643,249.8542119,493.5854522,635.5004863,400.7927362
sgRNA_4236,CSDE1,271.034217,437.8468283,547.2402331,392.2998833,149.2124103,428.7949991,538.6434915,205.2840844
sgRNA_2796,PHF3,198.7982253,162.401369,274.3382796,198.536194,86.63946404,214.3974995,326.151105,78.20346072
sgRNA_231,CNKSR1,364.1649171,506.3101505,542.2130918,495.3859841,221.4119637,534.2267365,379.5212858,525.9182733
sgRNA_4240,HMGN4,191.0373336,342.3166112,374.1629415,455.2969449,161.9020288,346.9234265,302.4310246,109.484845
sgRNA_3760,RRNAD1,231.0357753,277.8337147,308.0919422,356.9833488,165.8401862,339.2663729,242.142487,177.9128731
sgRNA_2961,RNPS1,94.32468345,131.3540485,223.348704,152.7201492,130.3967691,144.8950134,179.8772761,93.84415286
sgRNA_4033,SETD7,520.576734,599.4521122,547.9583961,643.3336286,247.6663467,621.3993462,692.8240139,641.2683779
sgRNA_5556,RBM33,237.005692,211.7586479,330.3549963,253.8972481,149.2124103,300.392101,349.8711853,113.395018
sgRNA_1361,PABPC4,185.6644086,329.5792489,349.7453983,419.9804104,159.7141635,378.1406448,264.8742307,246.3409013
sgRNA_848,MBD1,189.8433502,187.0800084,128.5511834,162.2651586,79.20072218,189.6593265,113.6587184,236.5654687
sgRNA_635,RBM17,281.780067,527.0083642,354.7725395,514.4760027,210.9102104,503.0095181,436.8448133,504.4123216
sgRNA_919,KAT2B,238.796667,402.819082,570.2214502,405.6628964,159.2765905,435.2740444,250.0491805,330.4096215
sgRNA_3782,ZC3H4,162.3817335,262.708097,252.7933885,284.4412779,139.1482301,399.9337972,259.9325473,224.8349496
sgRNA_2693,RBBP7,447.1467589,806.4342492,744.0169048,872.4138525,316.8028887,781.0194626,718.5207676,787.8998667
sgRNA_2887,EPHB3,165.9636835,386.101294,315.2735726,384.6638759,149.6499833,282.7219774,280.6876176,93.84415286
sgRNA_4301,TRNAU1AP,302.0777837,487.2041071,413.6619084,931.5929103,260.7935382,627.8783915,466.4949138,795.7202128
sgRNA_2847,CDY1,336.7033004,417.9446997,461.0606688,401.8448927,274.3583028,507.132547,822.2961192,291.3078912
sgRNA_4138,PRDM9,216.1109836,234.845117,153.6868896,256.7607509,110.2684088,235.6016478,264.8742307,183.7781327
sgRNA_151,BMI1,151.0388919,270.6689484,374.1629415,288.2592817,109.3932627,241.491689,200.6323464,154.4518349
sgRNA_2652,KDM4B,291.9289254,506.3101505,484.0418859,440.02493,206.0969069,439.9860773,495.1566775,437.93938
sgRNA_5439,RAD54L,280.5860837,320.0262272,265.7203231,417.1169076,178.0922316,359.8815171,485.2733107,520.0530138
sgRNA_46,HMGN1,209.5440753,370.1795912,482.6055599,380.8458722,151.8378486,308.0491546,337.0228085,160.3170945
sgRNA_4074,ASXL1,183.8734336,443.4194243,331.7913224,367.4828591,126.4586117,359.292513,407.1947129,631.4929453
sgRNA_4552,MBNL2,207.7531003,298.5319284,406.4802781,311.1673041,142.6488145,355.1694841,339.9878185,84.06872027
sgRNA_3582,HELLS,278.198117,194.2447747,461.7788318,309.2583022,162.7771749,319.8292369,439.8098234,348.0054002
sgRNA_4376,RAP1B,496.1000756,518.2514277,570.9396132,648.1061333,266.0444148,604.9072308,695.7890239,373.4215249
sgRNA_4872,METTL4,348.6431338,360.6265695,450.2882233,368.43736,160.1517366,353.4024718,434.86814,195.5086518
sgRNA_3204,POLDIP3,260.288367,303.3084392,461.0606688,390.3908815,174.5916472,334.5543399,310.3377181,33.2364708
sgRNA_460,ESCO1,518.1887673,559.6478551,586.7392,498.2494869,336.0561029,595.4831649,679.975637,396.8825631
sgRNA_876,HNRNPA0,307.4507087,378.1404426,329.6368333,328.3483209,196.0327267,381.6746695,440.79816,273.7121125
sgRNA_1472,PHF5A,285.362017,243.6020536,170.9228024,124.0851213,212.6605026,328.0752946,327.1394417,187.6883057
sgRNA_5032,CHD6,367.1498755,560.4439402,393.5533435,922.047901,235.8518743,695.6138653,576.2002854,690.1455408
sgRNA_4830,MYSM1,176.7095336,187.0800084,295.1650076,262.4877565,101.9545208,246.7927261,240.1658137,107.5297585
sgRNA_2993,PSPC1,465.6535006,542.1339819,640.6014277,848.5513292,262.1062574,650.2605481,743.2291847,318.6791024
sgRNA_1264,SIRT4,368.3438588,593.8795162,588.1755261,422.8439132,288.3606404,435.8630485,522.8301046,342.1401406
sgRNA_5160,NAP1L4,205.3651336,320.0262272,287.9833772,564.1100512,126.8961847,374.6066201,349.8711853,166.182354
sgRNA_5041,CTBP1,263.870317,559.6478551,479.7329077,606.1080923,247.6663467,461.1902257,472.4249339,506.3674081
sgRNA_3784,SF3A1,120.5923168,166.3817947,374.8811045,235.7617304,94.0782059,186.7143059,234.2357936,33.2364708
sgRNA_3199,EPHA6,87.16078345,56.52204511,80.43425998,51.54305037,65.19838455,123.6908651,118.6004018,35.19155732
sgRNA_43,MED20,264.4673087,397.246486,499.8414727,700.6036846,201.7211764,477.682341,344.9295019,451.6249856
sgRNA_601,ZC3H7A,436.4009089,673.4880304,644.9104059,745.4652284,311.5520121,599.0171896,547.5385217,469.2207643
sgRNA_2932,SETD8,207.1561086,243.6020536,196.7766717,317.8488106,121.6453081,171.9892029,151.2155123,140.7662293
sgRNA_3318,HMGN2,108.0554918,50.15336397,173.0772916,109.7676073,39.38157456,74.21451907,44.47515068,7.820346072
sgRNA_5561,SMC1B,392.2235255,609.801219,483.3237229,619.4711053,275.2334489,492.9964481,540.6201649,400.7927362
sgRNA_892,CCNO,262.6763337,235.6412021,388.5262022,260.5787546,130.8343422,315.7062081,393.3579993,260.0265069
sgRNA_4035,NCOR2,201.7831836,273.0572038,103.4154771,196.6271921,107.6429705,255.6277879,297.4893412,215.059517
sgRNA_4181,SSB,118.8013418,133.7423039,117.7787378,141.266138,53.38391218,116.6228157,173.947256,23.46103821
sgRNA_1021,USP22,396.4024672,573.1813025,658.5555036,577.4730643,270.8577184,635.5354451,618.6987628,549.3793115
sgRNA_5555,KDM5A,260.288367,375.7521872,439.5157777,373.2098647,188.5939849,472.3813039,378.5329491,316.7240159
sgRNA_193,TIPARP,124.1742668,156.828773,181.695248,351.2563432,126.4586117,316.8842164,300.4543512,107.5297585
sgRNA_4730,BRWD1,581.4698841,827.928548,647.783058,1253.259725,392.9405995,1049.016337,755.0892248,1392.021601
sgRNA_4691,PPARGC1A,167.7546585,284.998481,254.2297146,254.851749,119.4574428,302.7481175,317.2560748,322.5892755
sgRNA_1505,PRDM12,402.9693755,447.39985,434.4886365,671.0141557,245.4784814,506.5435429,317.2560748,535.6937059
sgRNA_1481,DNMT3L,366.5528838,589.8990905,442.3884299,395.1633861,250.729358,501.8315099,528.7601247,406.6579957
sgRNA_5176,EIF3G,192.8283086,287.3867364,578.8394066,365.5738572,117.2695776,280.9549651,581.1419689,449.6698991
sgRNA_4272,EPHA7,124.7712585,226.0881804,324.609692,335.9843283,87.95218319,257.9838044,278.7109442,209.1942574
sgRNA_4819,CHD3,241.7816253,382.1208683,243.457269,325.4848181,200.4084572,371.0725954,217.43407,252.2061608
sgRNA_961,CHD6,450.7287089,766.6299921,861.7956426,799.8717816,353.559025,678.5327458,878.6313101,967.7678264
sgRNA_5003,MED28,268.6462503,362.2187398,311.6827574,1273.304244,184.6558274,235.6016478,259.9325473,756.6184824
sgRNA_2637,ZNF638,319.3905421,452.972446,389.9625283,671.9686566,234.9767282,484.1613863,580.1536322,191.5984788
sgRNA_5178,RNF40,301.4807921,412.3721037,326.7641812,541.2020288,182.9055352,428.205995,732.3574812,490.726716
sgRNA_3644,LARP7,267.452267,378.1404426,338.2547897,383.709375,155.776006,382.8526777,450.6815269,260.0265069
sgRNA_5157,DAZL,359.9859755,604.228623,379.9082458,368.43736,221.4119637,445.8761185,327.1394417,600.211561
sgRNA_997,SF3B4,240.587642,277.8337147,274.3382796,272.0327658,206.972053,362.2375336,274.7575975,207.2391709
sgRNA_3016,EED,65.07209175,113.0440902,122.087716,122.1761194,53.82148524,114.2667992,185.8072962,74.29328768
sgRNA_4528,CBX7,208.3500919,350.2774626,277.2109317,204.2631996,123.8331733,250.3267508,273.7692608,217.0146035
sgRNA_3342,LCP2,225.0658586,347.8892072,311.6827574,402.7993936,118.1447237,328.6642987,279.6992809,344.0952271
sgRNA_1531,RNF113A,309.2416837,507.9023208,466.08781,557.4285447,228.8507055,468.8472792,600.9087025,541.5589655
sgRNA_1887,SF3A1,448.3407422,569.9969619,488.3508641,473.4324626,314.6150235,624.3443668,692.8240139,514.1877542
sgRNA_2036,SIRT6,264.4673087,530.9887899,550.1128852,505.8854943,214.8483679,616.0983091,629.5704663,408.6130822
sgRNA_150,RBM24,321.1815171,323.2105678,290.8560294,398.9813899,210.4726374,421.7269496,485.2733107,215.059517
sgRNA_4534,PARN,137.3080835,223.699925,178.8225958,259.6242537,132.1470613,239.7246767,173.947256,54.7424225
sgRNA_5397,MBNL1,324.7634671,577.9578133,634.8561234,514.4760027,172.841355,479.4493534,450.6815269,520.0530138
sgRNA_304,METTL10,127.1592252,274.6493741,269.3111383,477.2504664,126.0210386,264.4628497,467.4832505,285.4426316
sgRNA_2801,WHSC1,165.3666919,230.8646913,299.4739858,357.9378498,130.3967691,244.4367096,360.7428888,177.9128731
sgRNA_1043,SMARCE1,294.9138837,455.3607014,624.0836779,473.4324626,189.0315579,391.6877395,582.1303055,254.1612473
sgRNA_4553,SFPQ,145.6659669,264.3002673,247.7662472,424.7529151,147.4621181,270.3528909,286.6176377,416.4334283
sgRNA_1367,C11orf30,69.25103342,32.63949084,76.12528176,82.08708021,31.9428327,59.48941608,9.883366817,21.5059517
sgRNA_4837,GRSF1,154.6208419,187.8760936,183.8497371,293.9862873,132.1470613,256.216792,351.8478587,162.272181
