"","x"
"25801","Gm29289"
"25802","Gm21677"
"25803","Gm21693"
"25804","Gm21704"
"25805","Gm21708"
"25806","Gm3376"
"25807","Gm28242"
"25808","Gm28357"
"25809","Gm29351"
"25810","Gm29349"
"25811","Gm20918"
"25812","Gm29353"
"25813","Gm21820"
"25814","Gm29158"
"25815","Gm21854"
"25816","Gm20914"
"25817","Gm28171"
"25818","Gm28173"
"25819","Gm29194"
"25820","Gm21778"
"25821","Gm29198"
"25822","Gm29193"
"25823","Gm28430"
"25824","Gm21746"
"25825","Gm28593"
"25826","Gm20873"
"25827","Gm28919"
"25828","Gm21719"
"25829","Gm28444"
"25830","Gm20830"
"25831","Gm28442"
"25832","Gm28445"
"25833","Gm28999"
"25834","Gm21244"
"25835","Gm28998"
"25836","Gm28398"
"25837","Gm28395"
"25838","Gm21788"
"25839","Gm28394"
"25840","Gm28393"
"25841","Gm20826"
"25842","Gm28576"
"25843","Gm28575"
"25844","Gm28571"
"25845","Gm28570"
"25846","Gm29049"
"25847","Gm20825"
"25848","Gm29046"
"25849","Gm29043"
"25850","Gm29044"
"25851","Gm20824"
"25852","Gm28147"
"25853","Gm28331"
"25854","Gm20815"
"25855","Gm29364"
"25856","Gm29363"
"25857","Gm21292"
"25858","Gm21721"
"25859","Gm29329"
"25860","Gm21812"
"25861","Gm21874"
"25862","Gm20821"
"25863","Gm21310"
"25864","Gm28509"
"25865","Gm20834"
"25866","Gm28510"
"25867","Gm20737"
"25868","Gm21775"
"25869","Gm21900"
"25870","Gm29527"
"25871","Gm29522"
"25872","Gm20777"
"25873","Gm28955"
"25874","Gm28954"
"25875","Gm20828"
"25876","Gm28656"
"25877","Gm29554"
"25878","Gm20812"
"25879","Gm37739"
"25880","Gm20807"
"25881","Gm38084"
"25882","Gm37231"
"25883","Gm21891"
"25884","Gm21425"
"25885","Gm37252"
"25886","Gm21828"
"25887","Gm21440"
"25888","Gm21454"
"25889","Gm37147"
"25890","Gm38159"
"25891","Gm21725"
"25892","Gm37870"
"25893","Gm37378"
"25894","Gm21866"
"25895","Gm20773"
"25896","Gm37561"
"25897","Gm37263"
"25898","Gm21767"
"25899","Gm37130"
"25900","Gm37467"
"25901","Gm38363"
"25902","Gm30174"
"25903","Gm30353"
"25904","Gm30686"
"25905","Gm30737"
"25906","Gm37654"
"25907","Gm37572"
"25908","Gm37344"
"25909","Gm37059"
"25910","Gm31942"
"25911","Gm37440"
"25912","Gm37577"
"25913","Gm20822"
"25914","Gm21809"
"25915","Gm20877"
"25916","Gm38003"
"25917","Rbm31y"
"25918","Gm37865"
"25919","Gm36941"
"25920","Gm21904"
"25921","Gm37937"
"25922","Gm20831"
"25923","Gm20772"
"25924","Gm37286"
"25925","Srsy"
"25926","Gm38028"
"25927","Gm21764"
"25928","Ssty1"
"25929","Gm38072"
"25930","Gm37473"
"25931","Gm37656"
"25932","Gm38127"
"25933","Gm38361"
"25934","Gm38209"
"25935","Gm21822"
"25936","Gm37734"
"25937","Gm38013"
"25938","Gm37948"
"25939","Gm34550"
"25940","Gm37544"
"25941","Gm34716"
"25942","Gm37635"
"25943","Gm35070"
"25944","Gm35134"
"25945","Gm37998"
"25946","Gm38168"
"25947","Gm37740"
"25948","Gm36261"
"25949","Gm37898"
"25950","Gm36467"
"25951","Gm37927"
"25952","Gm36929"
"25953","Gm38174"
"25954","Gm29866"
"25955","Gm36950"
"25956","Gm20909"
"25957","Gm20865"
"25958","Gm37462"
"25959","Gm38370"
"25960","Gm38054"
"25961","Gm37690"
"25962","Gm31571"
"25963","Gm32114"
"25964","Gm37075"
"25965","Gm38371"
"25966","Gm37657"
"25967","Gm37721"
"25968","Gm21366"
"25969","Gm33954"
"25970","Gm37538"
"25971","Gm34217"
"25972","Gm37952"
"25973","Gm37454"
"25974","Gm37840"
"25975","Gm37574"
"25976","Gm35670"
"25977","Gm37687"
"25978","Gm38296"
"25979","Gm36345"
"25980","Gm37157"
"25981","Gm20809"
"25982","Gm37434"
"25983","Gm30045"
"25984","Gm21921"
"25985","Gm37112"
"25986","Gm37071"
"25987","Gm37547"
"25988","Gm30705"
"25989","Gm21773"
"25990","Gm37451"
"25991","Gm37875"
"25992","Gm31422"
"25993","Gm37798"
"25994","Gm37346"
"25995","Gm38136"
"25996","Gm37808"
"25997","Gm32181"
"25998","Gm28853"
"25999","Gm28852"
"26000","Gm28858"
"26001","Gm20890"
"26002","Gm28245"
"26003","Gm28246"
"26004","Gm28249"
"26005","Gm28250"
"26006","Gm28244"
"26007","Gm29021"
"26008","Gm28880"
"26009","Gm21488"
"26010","Gm28454"
"26011","Gm28878"
"26012","Gm29399"
"26013","Gm28799"
"26014","Gm28798"
"26015","Gm20894"
"26016","Gm28938"
"26017","Gm29122"
"26018","Gm28985"
"26019","Gm28725"
"26020","Gm28984"
"26021","Gm28987"
"26022","Gm28986"
"26023","Gm28129"
"26024","Gm28127"
"26025","Gm28128"
"26026","Gm28132"
"26027","Gm28130"
"26028","Gm28131"
"26029","Gm21679"
"26030","Gm29316"
"26031","Gm29315"
"26032","Gm28216"
"26033","Gm28217"
"26034","Gm28092"
"26035","Gm28091"
"26036","Gm29580"
"26037","Gm28089"
"26038","Gm28088"
"26039","Gm29579"
"26040","Gm29582"
"26041","Gm21529"
"26042","Gm29581"
"26043","Gm21539"
"26044","Gm29578"
"26045","Gm21780"
"26046","Gm28486"
"26047","Gm28487"
"26048","Gm28488"
"26049","Gm28491"
"26050","Gm28490"
"26051","Gm21562"
"26052","Gm28298"
"26053","Gm21572"
"26054","Gm28297"
"26055","Gm21723"
"26056","Gm28296"
"26057","Gm21821"
"26058","Gm28295"
"26059","Gm21842"
"26060","Gm28170"
"26061","Gm28764"
"26062","Gm28762"
"26063","Gm28763"
"26064","Gm21094"
"26065","Gm21588"
"26066","Gm28761"
"26067","Gm21599"
"26068","Gm28765"
"26069","Gm21916"
"26070","Gm29191"
"26071","Gm28210"
"26072","Gm29074"
"26073","Gm28518"
"26074","Gm28519"
"26075","Gm28520"
"26076","Gm20838"
"26077","Gm21626"
"26078","Gm28521"
"26079","Gm21633"
"26080","Gm28522"
"26081","Gm28517"
"26082","Gm29532"
"26083","Gm29531"
"26084","Gm28464"
"26085","Gm29656"
"26086","Gm29655"
"26087","Gm29653"
"26088","Gm29654"
"26089","Gm29080"
"26090","Gm29081"
"26091","Gm29077"
"26092","Gm29078"
"26093","Gm29225"
"26094","Gm29226"
"26095","Gm20855"
"26096","Gm29386"
"26097","Gm29384"
"26098","Gm28260"
"26099","Gm28264"
"26100","Gm28463"
"26101","Gm28585"
"26102","Gm20896"
"26103","Gm28470"
"26104","Gm28469"
"26105","Gm28332"
"26106","Gm28333"
"26107","Gm28336"
"26108","Gm28338"
"26109","Gm28811"
"26110","Gm28810"
"26111","Gm20835"
"26112","Gm29027"
"26113","Gm29028"
"26114","Gm29023"
"26115","Gm29025"
"26116","Gm28212"
"26117","Gm20905"
"26118","Gm28820"
"26119","Gm29671"
"26120","Gm20738"
"26121","Gm28545"
"26122","Gm28547"
"26123","Gm28771"
"26124","Gm28772"
"26125","Gm20897"
"26126","Gm28774"
"26127","Gm21732"
"26128","Gm28775"
"26129","Gm28176"
"26130","Gm28786"
"26131","Gm29360"
"26132","Gm29497"
"26133","Gm29498"
"26134","Gm36782"
"26135","Gm29839"
"26136","Gm28595"
"26137","Gm21865"
"26138","Gm29433"
"26139","Gm29215"
"26140","Gm21882"
"26141","Gm21801"
"26142","Gm28850"
"26143","Gm21914"
"26144","Gm28617"
"26145","Gm28619"
"26146","Gm21852"
"26147","Gm28993"
"26148","Gm28994"
"26149","Gm21797"
"26150","Gm20795"
"26151","Gm28427"
"26152","Gm21800"
"26153","Gm28426"
"26154","Gm28425"
"26155","Gm28834"
"26156","Gm29537"
"26157","Gm29274"
"26158","Gm29275"
"26159","Gm29276"
"26160","Gm29645"
"26161","Gm28312"
"26162","Gm29042"
"26163","Gm28311"
"26164","Gm28310"
"26165","Gm28568"
"26166","Gm29286"
"26167","Gm29285"
"26168","Gm28280"
"26169","Gm28278"
"26170","Gm28279"
"26171","Gm21739"
"26172","Gm28886"
"26173","Gm29426"
"26174","Gm28887"
"26175","Gm29444"
"26176","Gm21783"
"26177","Gm29445"
"26178","Gm28457"
"26179","Gm28458"
"26180","Gm28461"
"26181","Gm28460"
"26182","Gm28851"
"26183","Gm28456"
"26184","Gm29648"
"26185","Gm29646"
"26186","Gm28549"
"26187","Gm29210"
"26188","Gm29213"
"26189","Gm28550"
"26190","Gm28604"
"26191","Gm28565"
"26192","Gm28566"
"26193","Gm28697"
"26194","Gm28554"
"26195","Gm21256"
"26196","Gm29056"
"26197","Gm29098"
"26198","Gm21170"
"26199","Gm29373"
"26200","Gm29370"
"26201","Gm29166"
"26202","Gm28194"
"26203","Gm20792"
"26204","Gm28754"
"26205","Gm28753"
"26206","Gm29070"
"26207","Gm28553"
"26208","Gm28726"
"26209","Gm29270"
"26210","Gm29271"
"26211","Gm21209"
"26212","Gm28681"
"26213","Gm28684"
"26214","Gm28679"
"26215","Gm28870"
"26216","Gm29511"
"26217","Gm29117"
"26218","Gm20883"
"26219","Gm29116"
"26220","Gm29321"
"26221","Gm21117"
"26222","Gm28317"
"26223","Gm28318"
"26224","Gm28313"
"26225","Gm28315"
"26226","Gm28316"
"26227","Gm28944"
"26228","Gm28945"
"26229","Gm28947"
"26230","Gm20920"
"26231","Gm28948"
"26232","Gm28950"
"26233","Gm29063"
"26234","Gm28197"
"26235","Gm28735"
"26236","Gm21258"
"26237","Gm28732"
"26238","Gm28733"
"26239","Gm28233"
"26240","Gm28235"
"26241","Gm28236"
"26242","Gm20747"
"26243","Gm29250"
"26244","Gm29252"
"26245","Gm29248"
"26246","Gm28908"
"26247","Gm20929"
"26248","Gm28276"
"26249","Gm28274"
"26250","Gm28291"
"26251","Gm28293"
"26252","Gm29305"
"26253","Gm29303"
"26254","Gm29557"
"26255","Gm29301"
"26256","Gm20931"
"26257","Gm29555"
"26258","Gm28355"
"26259","Gm28352"
"26260","Gm21858"
"26261","Gm28201"
"26262","Gm28202"
"26263","Gm28206"
"26264","Gm28207"
"26265","Gm28208"
"26266","Gm29222"
"26267","Gm29221"
"26268","Gm29220"
"26269","Gm29405"
"26270","Gm29406"
"26271","Gm29404"
"26272","Gm28964"
"26273","Sly"
"26274","Gm28709"
"26275","Gm28965"
"26276","Gm21943"
"26277","Gm28532"
"26278","Gm28966"
"26279","Gm28961"
"26280","Gm28962"
"26281","Gm28963"
"26282","Gm29466"
"26283","Gm29467"
"26284","Gm20963"
"26285","Gm28326"
"26286","Gm28325"
"26287","Gm28284"
"26288","Gm29368"
"26289","Gm21861"
"26290","Gm21413"
"26291","Gm28073"
"26292","Gm21419"
"26293","Gm28074"
"26294","Gm21428"
"26295","Gm29672"
"26296","Gm29131"
"26297","Gm29130"
"26298","Gm20978"
"26299","Gm29132"
"26300","Gm21450"
"26301","Gm28889"
"26302","Gm28890"
"26303","Gm28891"
"26304","Gm28691"
"26305","Gm28692"
"26306","Gm28690"
"26307","Gm28689"
"26308","Gm28687"
"26309","Gm20987"
"26310","1700040F15Rik"
"26311","Gm29207"
"26312","Gm29204"
"26313","Gm29206"
"26314","Gm29203"
"26315","Gm21497"
"26316","Gm29612"
"26317","Gm29343"
"26318","Gm29342"
"26319","Gm28600"
"26320","Gm21518"
"26321","Gm20823"
"26322","Gm29547"
"26323","Gm29209"
"26324","Gm29549"
"26325","Gm29421"
"26326","Gm21627"
"26327","Gm29060"
"26328","Gm29061"
"26329","Gm29625"
"26330","Gm29628"
"26331","Gm29622"
"26332","Gm29265"
"26333","Gm20908"
"26334","Gm28252"
"26335","Gm28254"
"26336","Gm20924"
"26337","Gm29457"
"26338","Gm20736"
"26339","Gm28561"
"26340","Gm29584"
"26341","Gm28134"
"26342","Gm28135"
"26343","Gm28133"
"26344","Gm28137"
"26345","Gm28138"
"26346","Gm29379"
"26347","Gm29380"
"26348","Gm29381"
"26349","Gm20852"
"26350","Gm29003"
"26351","Ssty2"
"26352","Gm28612"
"26353","Gm28613"
"26354","Gm29219"
"26355","Gm29632"
"26356","Gm29082"
"26357","Gm29217"
"26358","Gm29636"
"26359","Gm29662"
"26360","Gm29660"
"26361","Gm20937"
"26362","Gm29450"
"26363","Gm29449"
"26364","Gm20816"
"26365","Gm29446"
"26366","Gm20817"
"26367","Gm28633"
"26368","Gm28462"
"26369","Gm29409"
"26370","Gm28632"
"26371","Gm33815"
"26372","Gm28824"
"26373","Gm28081"
"26374","Gm28079"
"26375","Gm28082"
"26376","Gm29644"
"26377","Gm21118"
"26378","Gm29423"
"26379","Gm29425"
"26380","Gm20888"
"26381","Gm28238"
"26382","Gm28431"
"26383","Gm28432"
"26384","Gm28842"
"26385","Gm28839"
"26386","Gm28668"
"26387","Gm20869"
"26388","Gm28482"
"26389","Gm28485"
"26390","Gm20870"
"26391","Gm20843"
"26392","Gm29182"
"26393","Gm29255"
"26394","Gm20903"
"26395","Gm28259"
"26396","Gm29616"
"26397","Gm29108"
"26398","Gm29110"
"26399","Gm21913"
"26400","Gm28174"
"26401","Gm29416"
"26402","Gm28789"
"26403","Gm20814"
"26404","Gm29278"
"26405","Gm28606"
"26406","Gm20850"
"26407","Gm21776"
"26408","Gm21173"
"26409","Gm29313"
"26410","Gm29311"
"26411","Gm29309"
"26412","Gm28702"
"26413","Gm28701"
"26414","Gm28704"
"26415","Gm28540"
"26416","Gm21650"
"26417","Gm28541"
"26418","Gm28538"
"26419","Gm29569"
"26420","Gm20867"
"26421","Gm29568"
"26422","Gm29566"
"26423","Gm29565"
"26424","Gm29564"
"26425","Gm29146"
"26426","Gm28664"
"26427","Gm28663"
"26428","Gm28817"
"26429","Gm28816"
"26430","Gm20806"
"26431","Gm28813"
"26432","Gm20917"
"26433","Gm28421"
"26434","Gm28422"
"26435","Gm20916"
"26436","Gm29606"
"26437","Gm29190"
"26438","Gm21760"
"26439","Gm28157"
"26440","Gm28696"
"26441","Gm28898"
"26442","Gm28897"
"26443","Gm29324"
"26444","Gm20911"
"26445","Gm28741"
"26446","Gm28743"
"26447","Gm28124"
"26448","Gm28126"
"26449","Gm21317"
"26450","Gm29472"
"26451","Gm29473"
"26452","Gm28226"
"26453","Gm28225"
"26454","Gm28827"
"26455","Gm28832"
"26456","Gm28472"
"26457","Gm21095"
"26458","Gm28475"
"26459","Gm21394"
"26460","Gm29338"
"26461","Gm21409"
"26462","Gm28758"
"26463","Gm29071"
"26464","Gm28348"
"26465","Gm28972"
"26466","Gm28970"
"26467","Gm28971"
"26468","Gm20854"
"26469","Gm28346"
"26470","Gm28345"
"26471","Gm29090"
"26472","Gm28152"
"26473","Gm28823"
"26474","Gm28220"
"26475","Gm20820"
"26476","Gm28218"
"26477","Gm29302"
"26478","Gm28440"
"26479","Gm29091"
"26480","Gm29297"
"26481","Gm28365"
"26482","Gm21477"
"26483","Gm28367"
"26484","Gm20906"
"26485","Gm28109"
"26486","Gm28108"
"26487","Gm28104"
"26488","Gm28103"
"26489","Gm28102"
"26490","Gm28718"
"26491","Gm29162"
"26492","Gm28866"
"26493","Gm28405"
"26494","Gm28406"
"26495","Gm29436"
"26496","Gm28977"
"26497","Gm28407"
"26498","Gm29392"
"26499","Gm29393"
"26500","Gm21294"
"26501","Gm28672"
"26502","Gm28670"
"26503","Gm28673"
"26504","Gm28674"
"26505","Gm21996"
"26506","Gm28930"
"26507","Gm29504"
"26508","Gm20837"
"26509","Gm28300"
"26510","Gm28301"
"26511","Gm21860"
"26512","Erdr1"
"26513","Gm21748"
"26514","Vmn1r238"
"26515","Crem"
"26516","Gm6225"
"26517","Cul2"
"26518","G430049J08Rik"
"26519","Bambi"
"26520","Lyzl1"
"26521","Map3k8"
"26522","Gm26865"
"26523","Mtpap"
"26524","9430020K01Rik"
"26525","Gm10556"
"26526","Svil"
"26527","Gm26682"
"26528","Zfp438"
"26529","Zeb1"
"26530","Arhgap12"
"26531","Kif5b"
"26532","Gm17036"
"26533","Rpl27-ps3"
"26534","Epc1"
"26535","Gm28529"
"26536","4921524L21Rik"
"26537","Rab18"
"26538","Mkx"
"26539","Armc4"
"26540","Mpp7"
"26541","Wac"
"26542","Gm5819"
"26543","Fzd8"
"26544","Gjd4"
"26545","Ccny"
"26546","Cetn1"
"26547","Colec12"
"26548","Gm17430"
"26549","Thoc1"
"26550","Usp14"
"26551","Rock1"
"26552","Greb1l"
"26553","Esco1"
"26554","Snrpd1"
"26555","Abhd3"
"26556","4930563E18Rik"
"26557","Mib1"
"26558","Gm21747"
"26559","1010001N08Rik"
"26560","Gata6"
"26561","Rbbp8"
"26562","Gm6277"
"26563","Cables1"
"26564","Tmem241"
"26565","Riok3"
"26566","3110002H16Rik"
"26567","Npc1"
"26568","Gm15956"
"26569","Ankrd29"
"26570","Lama3"
"26571","Gm29200"
"26572","Ttc39c"
"26573","Cabyr"
"26574","Osbpl1a"
"26575","Impact"
"26576","Hrh4"
"26577","Zfp521"
"26578","Gm5160"
"26579","Ss18"
"26580","Psma8"
"26581","Taf4b"
"26582","Kctd1"
"26583","Aqp4"
"26584","Chst9"
"26585","Gm10036"
"26586","Cdh2"
"26587","Gm15485"
"26588","Gm15328"
"26589","1700001G01Rik"
"26590","Dsc3"
"26591","Dsc2"
"26592","Dsc1"
"26593","Dsg1c"
"26594","Dsg1a"
"26595","Dsg1b"
"26596","Dsg4"
"26597","Dsg3"
"26598","Dsg2"
"26599","Gm16090"
"26600","Ttr"
"26601","Gm10269"
"26602","B4galt6"
"26603","Trappc8"
"26604","Rnf125"
"26605","Rnf138"
"26606","Mep1b"
"26607","Garem"
"26608","Klhl14"
"26609","4930426D05Rik"
"26610","Ccdc178"
"26611","Asxl3"
"26612","Nol4"
"26613","Dtna"
"26614","Gm15972"
"26615","Mapre2"
"26616","Zfp397"
"26617","Zscan30"
"26618","Zfp35"
"26619","Zfp24"
"26620","Ino80c"
"26621","Galnt1"
"26622","2700062C07Rik"
"26623","Rprd1a"
"26624","Slc39a6"
"26625","Elp2"
"26626","Mocos"
"26627","Gm9955"
"26628","Fhod3"
"26629","Tpgs2"
"26630","AW554918"
"26631","Celf4"
"26632","Pik3c3"
"26633","Rit2"
"26634","Syt4"
"26635","Gm26658"
"26636","Slc25a46"
"26637","B930094E09Rik"
"26638","Sap130"
"26639","Ammecr1l"
"26640","Gm26533"
"26641","Polr2d"
"26642","Wdr33"
"26643","Gm6665"
"26644","Gm26823"
"26645","Sft2d3"
"26646","Lims2"
"26647","Gpr17"
"26648","Myo7b"
"26649","Gm16344"
"26650","Iws1"
"26651","Proc"
"26652","Gm26717"
"26653","Map3k2"
"26654","Ercc3"
"26655","A830052D11Rik"
"26656","Bin1"
"26657","RP24-254M13.1"
"26658","Gypc"
"26659","4930455D15Rik"
"26660","Tslp"
"26661","Wdr36"
"26662","2310026I22Rik"
"26663","Camk4"
"26664","Stard4"
"26665","Nrep"
"26666","Gm10549"
"26667","Epb41l4aos"
"26668","Epb41l4a"
"26669","Apc"
"26670","Srp19"
"26671","Reep5"
"26672","Pkd2l2"
"26673","Fam13b"
"26674","Wnt8a"
"26675","Nme5"
"26676","4933408B17Rik"
"26677","Brd8"
"26678","Kif20a"
"26679","Cdc23"
"26680","Gfra3"
"26681","Cdc25c"
"26682","Gm3550"
"26683","2010110K18Rik"
"26684","Fam53c"
"26685","Kdm3b"
"26686","Gm26538"
"26687","Reep2"
"26688","Egr1"
"26689","Etf1"
"26690","Hspa9"
"26691","Ctnna1"
"26692","Lrrtm2"
"26693","Sil1"
"26694","Gm5239"
"26695","Gm28285"
"26696","Matr3"
"26697","Paip2"
"26698","Slc23a1"
"26699","Mzb1"
"26700","Prob1"
"26701","Spata24"
"26702","Dnajc18"
"26703","1700066B19Rik"
"26704","Ecscr"
"26705","Tmem173"
"26706","Ube2d2a"
"26707","Cxxc5"
"26708","Gm29417"
"26709","Psd2"
"26710","Nrg2"
"26711","Pura"
"26712","Cystm1"
"26713","Pfdn1"
"26714","Hbegf"
"26715","Slc4a9"
"26716","Ankhd1"
"26717","Eif4ebp3"
"26718","Sra1"
"26719","Slc35a4"
"26720","E230025N22Rik"
"26721","Cd14"
"26722","Tmco6"
"26723","Ndufa2"
"26724","Ik"
"26725","Wdr55"
"26726","Dnd1"
"26727","Hars"
"26728","Hars2"
"26729","Zmat2"
"26730","Pcdha1"
"26731","Gm37751"
"26732","Pcdha2"
"26733","Pcdha3"
"26734","Pcdha4"
"26735","Gm38225"
"26736","Gm42416"
"26737","Pcdha5"
"26738","Gm37753"
"26739","Pcdha6"
"26740","Gm37013"
"26741","Pcdha7"
"26742","Gm37388"
"26743","Pcdha8"
"26744","Pcdha9"
"26745","Pcdha11"
"26746","Gm10545"
"26747","Pcdha11.1"
"26748","Pcdha12"
"26749","Pcdhac1"
"26750","Pcdhac2"
"26751","Gm38097"
"26752","Pcdhb1"
"26753","Pcdhb2"
"26754","Pcdhb3"
"26755","Pcdhb4"
"26756","Pcdhb5"
"26757","Pcdhb6"
"26758","Pcdhb7"
"26759","Pcdhb8"
"26760","Pcdhb9"
"26761","Pcdhb10"
"26762","Pcdhb11"
"26763","Gm37446"
"26764","Pcdhb12"
"26765","Pcdhb13"
"26766","Pcdhb14"
"26767","Pcdhb15"
"26768","Pcdhb16"
"26769","Pcdhb17"
"26770","Pcdhb18"
"26771","Pcdhb19"
"26772","Pcdhb20"
"26773","Pcdhb21"
"26774","Pcdhb22"
"26775","4930517L18Rik"
"26776","Slc25a2"
"26777","Taf7"
"26778","3222401L13Rik"
"26779","Pcdhga1"
"26780","Gm37118"
"26781","Pcdhga2"
"26782","Pcdhga3"
"26783","Pcdhgb1"
"26784","Pcdhga4"
"26785","Pcdhgb2"
"26786","Pcdhga5"
"26787","Pcdhga6"
"26788","Gm37165"
"26789","Pcdhga7"
"26790","Pcdhgb4"
"26791","Pcdhga8"
"26792","Pcdhgb5"
"26793","Pcdhga9"
"26794","Pcdhgb6"
"26795","Pcdhga10"
"26796","Pcdhgb7"
"26797","Pcdhga11"
"26798","Pcdhgb8"
"26799","Pcdhga12"
"26800","BC037039"
"26801","Pcdhgc3"
"26802","Pcdhga8.1"
"26803","Pcdhgc5"
"26804","Gm29994"
"26805","Diaph1"
"26806","Hdac3"
"26807","Rell2"
"26808","Fchsd1"
"26809","Arap3"
"26810","Pcdh1"
"26811","1700086O06Rik"
"26812","0610009O20Rik"
"26813","Pcdh12"
"26814","Rnf14"
"26815","Gnpda1"
"26816","Ndfip1"
"26817","Spry4"
"26818","Arhgap26"
"26819","Fgf1"
"26820","Gm15334"
"26821","Gm15336"
"26822","Gm15337"
"26823","Nr3c1"
"26824","Pabpc2"
"26825","Yipf5"
"26826","2900055J20Rik"
"26827","Kctd16"
"26828","Prelid2"
"26829","Grxcr2"
"26830","Sh3rf2"
"26831","Gm5689"
"26832","Plac8l1"
"26833","Lars"
"26834","Rbm27"
"26835","Pou4f3"
"26836","Tcerg1"
"26837","Gpr151"
"26838","Ppp2r2b"
"26839","4933407I08Rik"
"26840","Stk32a"
"26841","Dpysl3"
"26842","Eif3j2"
"26843","Jakmip2"
"26844","Spink1"
"26845","Scgb3a2"
"26846","Gm94"
"26847","Spink5"
"26848","Spink14"
"26849","Spink6"
"26850","Spink12"
"26851","Gm10267"
"26852","Spinkl"
"26853","Spink11"
"26854","Gm10542"
"26855","Npy6r"
"26856","Myot"
"26857","Dcp2"
"26858","Mcc"
"26859","A930012L18Rik"
"26860","Gm43425"
"26861","Ythdc2"
"26862","Kcnn2"
"26863","A330093E20Rik"
"26864","Trim36"
"26865","Pggt1b"
"26866","Ccdc112"
"26867","Fem1c"
"26868","Ticam2"
"26869","Tmed7"
"26870","Eif1a"
"26871","Cdo1"
"26872","Atg12"
"26873","Ap3s1"
"26874","Lvrn"
"26875","Arl14epl"
"26876","Commd10"
"26877","Sema6a"
"26878","Eno1b"
"26879","1700044K03Rik"
"26880","Dtwd2"
"26881","1700065O20Rik"
"26882","Dmxl1"
"26883","Tnfaip8"
"26884","Hsd17b4"
"26885","Fam170a"
"26886","Hdhd1a"
"26887","Prr16"
"26888","Gm4950"
"26889","Ftmt"
"26890","Srfbp1"
"26891","Lox"
"26892","Zfp474"
"26893","1700034E13Rik"
"26894","Gykl1"
"26895","Sncaip"
"26896","Snx2"
"26897","Snx24"
"26898","Ppic"
"26899","Prdm6"
"26900","Cep120"
"26901","Csnk1g3"
"26902","Redrum"
"26903","Zfp608"
"26904","Gm26742"
"26905","Gm4221"
"26906","Gramd3"
"26907","Aldh7a1"
"26908","Phax"
"26909","Tex43"
"26910","Lmnb1"
"26911","March3"
"26912","Gm15345"
"26913","C330018D20Rik"
"26914","Megf10"
"26915","Prrc1"
"26916","Ctxn3"
"26917","1700011I03Rik"
"26918","Slc12a2"
"26919","Fbn2"
"26920","Gm26507"
"26921","Slc27a6"
"26922","Isoc1"
"26923","Adamts19"
"26924","A730017C20Rik"
"26925","Chsy3"
"26926","Gm4951"
"26927","Gm4841"
"26928","F830016B08Rik"
"26929","Iigp1"
"26930","Smim3"
"26931","Dctn4"
"26932","Rbm22"
"26933","Myoz3"
"26934","Synpo"
"26935","Ndst1"
"26936","Rps14"
"26937","Cd74"
"26938","Tcof1"
"26939","Arsi"
"26940","Camk2a"
"26941","Slc6a7"
"26942","Cdx1"
"26943","Pdgfrb"
"26944","Csf1r"
"26945","Hmgxb3"
"26946","Slc26a2"
"26947","Pde6a"
"26948","Ppargc1b"
"26949","Arhgef37"
"26950","Csnk1a1"
"26951","Bvht"
"26952","Mir143hg"
"26953","Il17b"
"26954","Gm38165"
"26955","Pcyox1l"
"26956","Grpel2"
"26957","1500015A07Rik"
"26958","Afap1l1"
"26959","Ablim3"
"26960","Sh3tc2"
"26961","Adrb2"
"26962","Gm9949"
"26963","Htr4"
"26964","Fbxo38"
"26965","Spink10"
"26966","Spink7"
"26967","Spink13"
"26968","Gm17732"
"26969","2700046A07Rik"
"26970","Apcdd1"
"26971","Napg"
"26972","Piezo2"
"26973","Gm26972"
"26974","Txnl1"
"26975","Wdr7"
"26976","St8sia3os"
"26977","St8sia3"
"26978","Onecut2"
"26979","Fech"
"26980","Nars"
"26981","Atp8b1"
"26982","Nedd4l"
"26983","Alpk2"
"26984","Malt1"
"26985","Zfp532"
"26986","Oacyl"
"26987","Sec11c"
"26988","Grp"
"26989","Rax"
"26990","Raxos1"
"26991","Cplx4"
"26992","Lman1"
"26993","Ccbe1"
"26994","Pmaip1"
"26995","Mc4r"
"26996","Gnal"
"26997","Mppe1"
"26998","Impa2"
"26999","Cidea"
"27000","Tubb6"
"27001","Afg3l2"
"27002","Slmo1"
"27003","Spire1"
"27004","Gm17669"
"27005","Cep76"
"27006","Psmg2"
"27007","Ptpn2"
"27008","Gm26910"
"27009","Seh1l"
"27010","Cep192"
"27011","Ldlrad4"
"27012","Fam210a"
"27013","Rnmt"
"27014","Mc5r"
"27015","Mc2r"
"27016","4930546C10Rik"
"27017","Tcf4"
"27018","Ccdc68"
"27019","1700061H18Rik"
"27020","4930448D08Rik"
"27021","Rab27b"
"27022","Dynap"
"27023","4930503L19Rik"
"27024","Stard6"
"27025","Poli"
"27026","Mbd2"
"27027","Dcc"
"27028","Mex3c"
"27029","Smad4"
"27030","Elac1"
"27031","Me2"
"27032","Mro"
"27033","Mapk4"
"27034","D730045A05Rik"
"27035","Gm9925"
"27036","Ska1"
"27037","Cxxc1"
"27038","Mbd1"
"27039","Cfap53"
"27040","Myo5b"
"27041","1700120E14Rik"
"27042","Acaa2"
"27043","Lipg"
"27044","Rpl17"
"27045","BC031181"
"27046","Dym"
"27047","Smad7"
"27048","Ctif"
"27049","Gm10532"
"27050","1700034B16Rik"
"27051","Zbtb7c"
"27052","Smad2"
