"","x"
"27053","Skor2"
"27054","Ier3ip1"
"27055","Hdhd2"
"27056","Katnal2"
"27057","Pias2"
"27058","Gm7276"
"27059","St8sia5"
"27060","Loxhd1"
"27061","Rnf165"
"27062","8030462N17Rik"
"27063","A330094K24Rik"
"27064","Haus1"
"27065","Atp5a1"
"27066","Pstpip2"
"27067","Epg5"
"27068","Siglec15"
"27069","Slc14a1"
"27070","Slc14a2"
"27071","Gm6133"
"27072","Setbp1"
"27073","Pard6g"
"27074","Gm21886"
"27075","Adnp2"
"27076","Rbfa"
"27077","Gm16286"
"27078","Txnl4a"
"27079","Hsbp1l1"
"27080","Pqlc1"
"27081","Kcng2"
"27082","Gm26676"
"27083","Ctdp1"
"27084","Nfatc1"
"27085","Atp9b"
"27086","Sall3"
"27087","Gm27239"
"27088","4930594M17Rik"
"27089","Galr1"
"27090","Mbp"
"27091","Zfp236"
"27092","2210420H20Rik"
"27093","4930445N18Rik"
"27094","Zfp516"
"27095","1700095A13Rik"
"27096","Tshz1"
"27097","Zadh2"
"27098","Zfp407"
"27099","Cndp1"
"27100","Cndp2"
"27101","Fam69c"
"27102","Cyb5a"
"27103","Gm16146"
"27104","Fbxo15"
"27105","Timm21"
"27106","Neto1"
"27107","Cbln2"
"27108","Gm5096"
"27109","Socs6"
"27110","Rttn"
"27111","Cd226"
"27112","Dok6"
"27113","Tmx3"
"27114","1700030N03Rik"
"27115","Ighmbp2"
"27116","Mrpl21"
"27117","Cpt1a"
"27118","Mtl5"
"27119","Gal"
"27120","Ppp6r3"
"27121","Lrp5"
"27122","1810055G02Rik"
"27123","Suv420h1"
"27124","Chka"
"27125","Tcirg1"
"27126","Ndufs8"
"27127","Aldh3b1"
"27128","Unc93b1"
"27129","Aldh3b3"
"27130","Aldh3b2"
"27131","Acy3"
"27132","Tbx10"
"27133","Nudt8"
"27134","Gm16312"
"27135","Doc2g"
"27136","Ndufv1"
"27137","Gstp1"
"27138","Gstp2"
"27139","BC021614"
"27140","Cabp2"
"27141","Cdk2ap2"
"27142","Pitpnm1"
"27143","Aip"
"27144","Cabp4"
"27145","Gpr152"
"27146","Coro1b"
"27147","Ptprcap"
"27148","Rps6kb2"
"27149","Carns1"
"27150","Gm17552"
"27151","Tbc1d10c"
"27152","Ppp1ca"
"27153","Rad9a"
"27154","Clcf1"
"27155","Pold4"
"27156","Ssh3"
"27157","Ankrd13d"
"27158","Adrbk1"
"27159","Kdm2a"
"27160","Rhod"
"27161","Syt12"
"27162","2010003K11Rik"
"27163","Pcx"
"27164","Lrfn4"
"27165","Rce1"
"27166","Gm960"
"27167","Sptbn2"
"27168","Gm21992"
"27169","Rbm4b"
"27170","Rbm4"
"27171","Rbm14"
"27172","Gm21844"
"27173","Ccs"
"27174","Ccdc87"
"27175","Ctsf"
"27176","Actn3"
"27177","Zdhhc24"
"27178","Bbs1"
"27179","Dpp3"
"27180","Peli3"
"27181","Mrpl11"
"27182","Npas4"
"27183","Slc29a2"
"27184","B4gat1"
"27185","Brms1"
"27186","Rin1"
"27187","Cd248"
"27188","Tmem151a"
"27189","Yif1a"
"27190","Cnih2"
"27191","Rab1b"
"27192","Klc2"
"27193","Pacs1"
"27194","Sf3b2"
"27195","Gal3st3"
"27196","Catsper1"
"27197","Cst6"
"27198","Banf1"
"27199","Eif1ad"
"27200","Sart1"
"27201","Tsga10ip"
"27202","4930481A15Rik"
"27203","Drap1"
"27204","AI837181"
"27205","Fosl1"
"27206","Ccdc85b"
"27207","Fibp"
"27208","Ctsw"
"27209","Efemp2"
"27210","Mus81"
"27211","Cfl1"
"27212","Snx32"
"27213","1700020D05Rik"
"27214","Ovol1"
"27215","Ap5b1"
"27216","Rnaseh2c"
"27217","Kat5"
"27218","Rela"
"27219","Sipa1"
"27220","Pcnxl3"
"27221","Map3k11"
"27222","Kcnk7"
"27223","Ehbp1l1"
"27224","Gm16538"
"27225","Fam89b"
"27226","Sssca1"
"27227","Ltbp3"
"27228","Scyl1"
"27229","Malat1"
"27230","Neat1"
"27231","Frmd8os"
"27232","Frmd8"
"27233","Slc25a45"
"27234","Tigd3"
"27235","Dpf2"
"27236","Cdc42ep2"
"27237","Pola2"
"27238","Slc22a20"
"27239","Capn1"
"27240","Gm10814"
"27241","Syvn1"
"27242","Mrpl49"
"27243","Fau"
"27244","Znhit2"
"27245","Tm7sf2"
"27246","Vps51"
"27247","Gm28374"
"27248","BC048609"
"27249","Zfpl1"
"27250","Cdca5"
"27251","Naaladl1"
"27252","Sac3d1"
"27253","Snx15"
"27254","Arl2"
"27255","Batf2"
"27256","1700123I01Rik"
"27257","Gpha2"
"27258","Ppp2r5b"
"27259","Atg2a"
"27260","Ehd1"
"27261","Cdc42bpg"
"27262","Men1"
"27263","Map4k2"
"27264","Gm14966"
"27265","Sf1"
"27266","Pygm"
"27267","Rasgrp2"
"27268","Nrxn2"
"27269","Gm14964"
"27270","Slc22a12"
"27271","Gm14967"
"27272","Gm14968"
"27273","Rps6ka4"
"27274","Ccdc88b"
"27275","Prdx5"
"27276","Trmt112"
"27277","Esrra"
"27278","Tex40"
"27279","Kcnk4"
"27280","Gpr137"
"27281","Bad"
"27282","Plcb3"
"27283","Ppp1r14b"
"27284","Fkbp2"
"27285","Vegfb"
"27286","Dnajc4"
"27287","Nudt22"
"27288","Trpt1"
"27289","Fermt3"
"27290","Stip1"
"27291","Macrod1"
"27292","Flrt1"
"27293","Otub1"
"27294","Cox8a"
"27295","Naa40"
"27296","Rcor2"
"27297","Mark2"
"27298","Gm17227"
"27299","AI846148"
"27300","1700105P06Rik"
"27301","2700081O15Rik"
"27302","Rtn3"
"27303","Atl3"
"27304","Pla2g16"
"27305","Lgals12"
"27306","Hrasls5"
"27307","Slc22a19"
"27308","Slc22a26"
"27309","Slc22a27"
"27310","Slc22a28"
"27311","Slc22a29"
"27312","Slc22a30"
"27313","Slc22a8"
"27314","Slc22a6"
"27315","Chrm1"
"27316","Slc3a2"
"27317","Wdr74"
"27318","1700092M07Rik"
"27319","Stx5a"
"27320","Nxf1"
"27321","Taf6l"
"27322","Polr2g"
"27323","Zbtb3"
"27324","Ttc9c"
"27325","Hnrnpul2"
"27326","Gng3"
"27327","Bscl2"
"27328","Lrrn4cl"
"27329","Ubxn1"
"27330","Uqcc3"
"27331","Lbhd1"
"27332","1810009A15Rik"
"27333","Ints5"
"27334","Ganab"
"27335","B3gat3"
"27336","Rom1"
"27337","Eml3"
"27338","Mta2"
"27339","Tut1"
"27340","Eef1g"
"27341","Ahnak"
"27342","Scgb1a1"
"27343","Asrgl1"
"27344","Pcna-ps2"
"27345","Scgb2a2"
"27346","Incenp"
"27347","Fth1"
"27348","Best1"
"27349","Rab3il1"
"27350","Fads3"
"27351","Fads2"
"27352","Fads1"
"27353","Fen1"
"27354","Tmem258"
"27355","Myrf"
"27356","Dagla"
"27357","Syt7"
"27358","Gm26859"
"27359","Lrrc10b"
"27360","Ppp1r32"
"27361","Sdhaf2"
"27362","Cpsf7"
"27363","Tmem216"
"27364","Tmem138"
"27365","Cyb561a3"
"27366","Tkfc"
"27367","Ddb1"
"27368","Vwce"
"27369","Pga5"
"27370","Vps37c"
"27371","Cd5"
"27372","Cd6"
"27373","Slc15a3"
"27374","Tmem132a"
"27375","Tmem109"
"27376","Prpf19"
"27377","Zp1"
"27378","Ptgdr2"
"27379","Ccdc86"
"27380","Ms4a10"
"27381","Ms4a15"
"27382","Ms4a18"
"27383","Gm28347"
"27384","AW112010"
"27385","Ms4a8a"
"27386","1700017D01Rik"
"27387","1700025F22Rik"
"27388","Ms4a13"
"27389","4930526L06Rik"
"27390","Ms4a12"
"27391","Ms4a1"
"27392","Ms4a5"
"27393","Ms4a14"
"27394","Ms4a7"
"27395","Gm28935"
"27396","Ms4a4a"
"27397","Ms4a4c"
"27398","Ms4a4b"
"27399","Gm37387"
"27400","Ms4a6c"
"27401","Gm8369"
"27402","Gm19261"
"27403","Ms4a6b"
"27404","Ms4a4d"
"27405","Ms4a6d"
"27406","Ms4a2"
"27407","Ms4a3"
"27408","Oosp2"
"27409","Oosp1"
"27410","Oosp3"
"27411","Gif"
"27412","Mrpl16"
"27413","Stx3"
"27414","Olfr1417"
"27415","Olfr1418"
"27416","Olfr1419"
"27417","Olfr1420"
"27418","Patl1"
"27419","Osbp"
"27420","Olfr1423"
"27421","Olfr1424"
"27422","Olfr1425"
"27423","Olfr1426"
"27424","Olfr1427"
"27425","Olfr1428"
"27426","Olfr76"
"27427","Olfr1555-ps1"
"27428","Olfr1431"
"27429","Olfr1432"
"27430","Olfr262"
"27431","Olfr235"
"27432","Olfr1434"
"27433","Olfr1436"
"27434","Olfr1437"
"27435","Olfr1438-ps1"
"27436","Olfr1440"
"27437","Olfr1441"
"27438","Pfpl"
"27439","Mpeg1"
"27440","Dtx4"
"27441","Fam111a"
"27442","Gm4952"
"27443","Glyat"
"27444","Olfr1442"
"27445","Olfr1443"
"27446","Keg1"
"27447","Gm15962"
"27448","Cntf"
"27449","Zfp91"
"27450","Lpxn"
"27451","Olfr1444"
"27452","Olfr1445"
"27453","Olfr1446"
"27454","Olfr1447"
"27455","Olfr1448"
"27456","RP24-84O13.6"
"27457","Olfr1449"
"27458","Olfr1450"
"27459","Olfr1451"
"27460","Olfr1453"
"27461","Olfr1454"
"27462","Olfr1457"
"27463","Olfr1458"
"27464","Olfr1459"
"27465","Olfr1461"
"27466","Olfr1462"
"27467","Olfr1463"
"27468","Olfr1465"
"27469","Olfr1466"
"27470","Olfr1467"
"27471","Olfr1469"
"27472","Olfr1471"
"27473","Olfr1472"
"27474","Olfr1474"
"27475","Olfr1475"
"27476","Olfr1477"
"27477","Olfr1480"
"27478","Olfr1484"
"27479","Olfr1487"
"27480","Olfr1489"
"27481","Olfr1490"
"27482","Olfr1491"
"27483","Olfr1493-ps1"
"27484","Olfr1494"
"27485","Olfr1495"
"27486","Olfr1496"
"27487","Olfr1496.1"
"27488","Olfr1497"
"27489","Olfr1499"
"27490","Olfr1500"
"27491","Olfr1501"
"27492","Olfr1502"
"27493","Olfr1504"
"27494","Olfr1505"
"27495","Tle4"
"27496","Psat1"
"27497","Cep78"
"27498","C130060C02Rik"
"27499","Gnaq"
"27500","Gna14"
"27501","Vps13a"
"27502","Foxb2"
"27503","Prune2"
"27504","Gcnt1"
"27505","Rfk"
"27506","Pcsk5"
"27507","Ostf1"
"27508","Nmrk1"
"27509","Carnmt1"
"27510","D030056L22Rik"
"27511","Trpm6"
"27512","Rorb"
"27513","Anxa1"
"27514","1500015L24Rik"
"27515","Aldh1a1"
"27516","Aldh1a7"
"27517","Tmc1"
"27518","Zfand5"
"27519","Gda"
"27520","Gm3443"
"27521","1110059E24Rik"
"27522","Abhd17b"
"27523","Tmem2"
"27524","Trpm3"
"27525","Gm27151"
"27526","C330002G04Rik"
"27527","2410080I02Rik"
"27528","Klf9"
"27529","Smc5"
"27530","Mamdc2"
"27531","1700028P14Rik"
"27532","Gm9493"
"27533","Gm6563"
"27534","Ptar1"
"27535","Gm9938"
"27536","Apba1"
"27537","Fam189a2"
"27538","1700021P04Rik"
"27539","Tjp2"
"27540","Fxn"
"27541","Pip5k1b"
"27542","Pip5k1bos"
"27543","Fam122a"
"27544","Tmem252"
"27545","Pgm5"
"27546","Gm10053"
"27547","Foxd4"
"27548","Cbwd1"
"27549","Dock8"
"27550","Kank1"
"27551","Dmrt1"
"27552","Dmrt3"
"27553","2610016A17Rik"
"27554","Dmrt2"
"27555","Smarca2"
"27556","Gm815"
"27557","Vldlr"
"27558","Kcnv2"
"27559","Pum3"
"27560","Rfx3"
"27561","Gm28228"
"27562","Glis3"
"27563","D930032P07Rik"
"27564","Slc1a1"
"27565","4430402I18Rik"
"27566","Plpp6"
"27567","Cdc37l1"
"27568","Ak3"
"27569","1700018L02Rik"
"27570","Rcl1"
"27571","Jak2"
"27572","Insl6"
"27573","Rln1"
"27574","Plgrkt"
"27575","Cd274"
"27576","Pdcd1lg2"
"27577","A930007I19Rik"
"27578","Ric1"
"27579","Ermp1"
"27580","Mlana"
"27581","9930021J03Rik"
"27582","Ranbp6"
"27583","Il33"
"27584","Trpd52l3"
"27585","Uhrf2"
"27586","Gldc"
"27587","Mbl2"
"27588","Dkk1"
"27589","Prkg1"
"27590","Cstf2t"
"27591","A1cf"
"27592","Asah2"
"27593","Sgms1"
"27594","2700046G09Rik"
"27595","Rpl9-ps6"
"27596","Minpp1"
"27597","Papss2"
"27598","Atad1"
"27599","Pten"
"27600","Rnls"
"27601","Gm7237"
"27602","Gm8975"
"27603","Lipo4"
"27604","Lipo1"
"27605","Lipo2"
"27606","Gm5097"
"27607","Gm5519"
"27608","Lipf"
"27609","Lipk"
"27610","Lipn"
"27611","Lipm"
"27612","Ankrd22"
"27613","Stambpl1"
"27614","Acta2"
"27615","Fas"
"27616","Ch25h"
"27617","Gm26902"
"27618","Lipa"
"27619","Ifit2"
"27620","Ifit3"
"27621","Ifit1bl1"
"27622","Ifit3b"
"27623","Ifit1bl2"
"27624","Ifit1"
"27625","Slc16a12"
"27626","Pank1"
"27627","Kif20b"
"27628","Gm5248"
"27629","A830019P07Rik"
"27630","Htr7"
"27631","Rpp30"
"27632","Ankrd1"
"27633","Pcgf5"
"27634","Hectd2"
"27635","Ppp1r3c"
"27636","Tnks2"
"27637","Fgfbp3"
"27638","Btaf1"
"27639","Cpeb3"
"27640","A330032B11Rik"
"27641","March5"
"27642","Ide"
"27643","Kif11"
"27644","Hhex"
"27645","Exoc6"
"27646","Cyp26c1"
"27647","Cyp26a1"
"27648","Myof"
"27649","I830134H01Rik"
"27650","Cep55"
"27651","Ffar4"
"27652","Rbp4"
"27653","Pde6c"
"27654","Fra10ac1"
"27655","Lgi1"
"27656","Gm42723"
"27657","Slc35g1"
"27658","Plce1"
"27659","Gm28991"
"27660","Noc3l"
"27661","Tbc1d12"
"27662","Hells"
"27663","Cyp2c55"
"27664","Cyp2c65"
"27665","Cyp2c66"
"27666","Cyp2c29"
"27667","Cyp2c38"
"27668","Cyp2c39"
"27669","Cyp2c67"
"27670","Cyp2c68"
"27671","Cyp2c40"
"27672","Cyp2c69"
"27673","Cyp2c37"
"27674","Cyp2c54"
"27675","Cyp2c50"
"27676","Cyp2c70"
"27677","Pdlim1"
"27678","Sorbs1"
"27679","Aldh18a1"
"27680","Gm27042"
"27681","Tctn3"
"27682","Entpd1"
"27683","Cc2d2b"
"27684","Ccnj"
"27685","E030044B06Rik"
"27686","Zfp518a"
"27687","Blnk"
"27688","Dntt"
"27689","Opalin"
"27690","Tll2"
"27691","Tm9sf3"
"27692","Pik3ap1"
"27693","Lcor"
"27694","Gm340"
"27695","AI606181"
"27696","Slit1"
"27697","Arhgap19"
"27698","Frat2"
"27699","Rrp12"
"27700","Pgam1"
"27701","Exosc1"
"27702","Zdhhc16"
"27703","Mms19"
"27704","Ubtd1"
"27705","Ankrd2"
"27706","Hoga1"
"27707","4933411K16Rik"
"27708","Morn4"
"27709","Pi4k2a"
"27710","Avpi1"
"27711","Marveld1"
"27712","Zfyve27"
"27713","Sfrp5"
"27714","Golga7b"
"27715","Crtac1"
"27716","R3hcc1l"
"27717","Gm16541"
"27718","Loxl4"
"27719","Pyroxd2"
"27720","Hps1"
"27721","Hpse2"
"27722","Cnnm1"
"27723","Got1"
"27724","Gm20467"
"27725","Nkx2-3"
"27726","Slc25a28"
"27727","Entpd7"
"27728","Cox15"
"27729","Cutc"
"27730","Abcc2"
"27731","Dnmbp"
"27732","Cpn1"
"27733","Cyp2c44"
"27734","Erlin1"
"27735","Chuk"
"27736","Cwf19l1"
"27737","Bloc1s2"
"27738","Pkd2l1"
"27739","Scd3"
"27740","Scd2"
"27741","Scd4"
"27742","Scd1"
"27743","Wnt8b"
"27744","Sec31b"
"27745","Gm20538"
"27746","Ndufb8"
"27747","Hif1an"
"27748","Gm26644"
"27749","Pax2"
"27750","Gm20395"
"27751","1700039E22Rik"
"27752","Fam178a"
"27753","Sema4g"
"27754","Mrpl43"
"27755","Peo1"
"27756","Lzts2"
"27757","Pdzd7"
"27758","Sfxn3"
"27759","Kazald1"
"27760","Tlx1"
"27761","Tlx1os"
"27762","Lbx1"
"27763","Gm29595"
"27764","Gm29593"
"27765","Gm29594"
"27766","Gm28578"
"27767","Btrc"
"27768","Poll"
"27769","Dpcd"
"27770","Fbxw4"
"27771","Fgf8"
"27772","Npm3"
"27773","Gm15491"
"27774","Mgea5"
"27775","Kcnip2"
"27776","9130011E15Rik"
"27777","4930505N22Rik"
"27778","Hps6"
"27779","Ldb1"
"27780","Pprc1"
"27781","Nolc1"
"27782","Elovl3"
"27783","Pitx3"
"27784","Gbf1"
"27785","Nfkb2"
"27786","Psd"
"27787","Fbxl15"
"27788","Cuedc2"
"27789","Gm26792"
"27790","Tmem180"
"27791","Actr1a"
"27792","Sufu"
"27793","Trim8"
"27794","Arl3"
"27795","Sfxn2"
"27796","Wbp1l"
"27797","Cyp17a1"
"27798","Borcs7"
"27799","As3mt"
"27800","Cnnm2"
"27801","Nt5c2"
"27802","Ina"
"27803","Pcgf6"
"27804","Taf5"
"27805","Usmg5"
"27806","Pdcd11"
"27807","Calhm2"
"27808","Calhm1"
"27809","Calhm3"
"27810","Gm6970"
"27811","Neurl1a"
"27812","Sh3pxd2a"
"27813","Obfc1"
"27814","Gm19557"
"27815","Slk"
"27816","Gm16068"
"27817","Col17a1"
"27818","Sfr1"
"27819","Cfap43"
"27820","Gsto1"
"27821","Gsto2"
"27822","Cfap58"
"27823","Sorcs3"
"27824","Rpl13a-ps1"
"27825","Sorcs1"
"27826","Gm26629"
"27827","Ins1"
"27828","Xpnpep1"
"27829","1700054A03Rik"
"27830","Add3"
"27831","Mxi1"
"27832","Gm10197"
"27833","Smndc1"
"27834","Mirt1"
"27835","4833407H14Rik"
"27836","Dusp5"
"27837","Nutf2-ps1"
"27838","Smc3"
"27839","Rbm20"
"27840","Gm16299"
"27841","Pdcd4"
"27842","Bbip1"
"27843","Shoc2"
"27844","Adra2a"
"27845","Gpam"
"27846","Tectb"
"27847","Gucy2g"
"27848","Acsl5"
"27849","Zdhhc6"
"27850","Vti1a"
"27851","4930552P12Rik"
"27852","Tcf7l2"
"27853","Habp2"
"27854","Nrap"
"27855","Gm17197"
"27856","Casp7"
"27857","Plekhs1"
"27858","Dclre1a"
"27859","Nhlrc2"
"27860","Adrb1"
"27861","Ccdc186"
"27862","Tdrd1"
"27863","Vwa2"
"27864","Afap1l2"
"27865","Ablim1"
"27866","B230217O12Rik"
"27867","Fam160b1"
"27868","Trub1"
"27869","Gm26874"
"27870","Atrnl1"
"27871","Gm16277"
"27872","Gfra1"
"27873","Ccdc172"
"27874","1810007D17Rik"
"27875","Pnlip"
"27876","Pnliprp1"
"27877","Pnliprp2"
"27878","1700019N19Rik"
"27879","Hspa12a"
"27880","Eno4"
"27881","Shtn1"
"27882","Vax1"
"27883","Kcnk18"
"27884","Gm29261"
"27885","Slc18a2"
"27886","Pdzd8"
"27887","Rps12-ps3"
"27888","Emx2os"
"27889","Emx2"
"27890","2700089I24Rik"
"27891","Gm17203"
"27892","Rab11fip2"
"27893","E330013P04Rik"
"27894","Fam204a"
"27895","Gm28351"
"27896","Prlhr"
"27897","Cacul1"
"27898","Nanos1"
"27899","Eif3a"
"27900","Fam45a"
"27901","Sfxn4"
"27902","Prdx3"
"27903","Grk5"
"27904","Zfp950"
"27905","Gm7102"
"27906","Gm6020"
"27907","Csf2ra"
"27908","Gm21060"
"27909","mt-Nd1"
"27910","mt-Nd2"
"27911","mt-Co1"
"27912","mt-Co2"
"27913","mt-Atp8"
"27914","mt-Atp6"
"27915","mt-Co3"
"27916","mt-Nd3"
"27917","mt-Nd4l"
"27918","mt-Nd4"
"27919","mt-Nd5"
"27920","mt-Nd6"
"27921","mt-Cytb"
"27922","AC123873.3"
"27923","AC123873.1"
"27924","AC123873.2"
"27925","AC126035.1"
"27926","Gm16367"
"27927","AC163611.1"
"27928","AC163611.2"
"27929","AC140365.1"
"27930","AC124606.2"
"27931","AC124606.1"
"27932","AC133095.2"
"27933","AC133095.1"
"27934","Vamp7"
"27935","CAAA01165726.1"
"27936","Spry3"
"27937","Tmlhe"
"27938","AC133103.4"
"27939","AC133103.6"
"27940","AC133103.7"
"27941","AC133103.5"
"27942","AC133103.1"
"27943","AC133103.3"
"27944","Ccl21c"
"27945","AC087559.3"
"27946","Fam205a2.1"
"27947","AC087559.2"
"27948","Ccl21b.1"
"27949","Il11ra2.1"
"27950","Ccl27a.1"
"27951","CR974586.3"
"27952","Ccl21c.1"
"27953","CR974586.4"
"27954","CR974586.6"
"27955","CR974586.5"
"27956","CR974586.2"
"27957","CR974586.1"
"27958","AC132444.1"
"27959","AC132444.3"
"27960","AC132444.5"
"27961","AC132444.4"
"27962","AC132444.2"
"27963","Csprs"
"27964","AC132444.6"
"27965","AC165294.1"
"27966","AC165294.2"
"27967","AC165294.3"
"27968","AC164084.2"
"27969","AC164084.3"
"27970","AC164084.1"
"27971","AC140325.2"
"27972","AC140325.1"
"27973","Gm3286.1"
"27974","AC140325.3"
"27975","AC140325.4"
"27976","Ccl27a.2"
"27977","Il11ra2.2"
"27978","Ccl19.1"
"27979","Ccl21a.1"
"27980","Gm10931"
"27981","CT868723.1"
"27982","AC125178.1"
"27983","AC125178.3"
"27984","AC125178.2"
"27985","Vmn1r186"
"27986","AC102264.1"
"27987","AC125149.3"
"27988","AC125149.5"
"27989","AC125149.1"
"27990","AC125149.2"
"27991","AC125149.4"
"27992","AC234645.1"
"27993","AC168977.2"
"27994","AC168977.1"
"27995","PISD"
"27996","DHRSX"
"27997","Vmn2r122"
"27998","CAAA01147332.1"
"27999","Gm37180"
"28000","Gm37363"
"28001","Gm37686"
"28002","Gm37329"
"28003","Gm38148"
"28004","Gm19938"
"28005","Gm37587"
"28006","Gm6085"
"28007","Gm6119"
"28008","Gm37144"
"28009","Gm37277"
"28010","Gm37079"
"28011","Gm19026"
"28012","Gm7449"
"28013","Gm37108"
"28014","Gm38372"
"28015","Gm38024"
"28016","Gm38259"
"28017","Gm37005"
"28018","Gm37629"
"28019","Gm18300"
"28020","2610203C22Rik"
"28021","Gm37569"
"28022","Gm38005"
"28023","Gm15604"
"28024","Gm38178"
"28025","Gm38069"
"28026","Gm38376"
"28027","Gm37409"
"28028","Gm38223"
"28029","Gm37702"
"28030","Gm38120"
"28031","Gm38380"
"28032","Gm38319"
"28033","Gm37444"
"28034","Gm37412"
"28035","Rpl5-ps1"
"28036","Gm38116"
"28037","Gm37138"
"28038","Gm37509"
"28039","Rbm6-ps1"
"28040","RP24-571A14.6"
"28041","Gm28755"
"28042","Gm28756"
"28043","Defb44-ps"
"28044","Mir133b"
"28045","Gm2693"
"28046","Gm38224"
"28047","Gm36949"
"28048","Gm7658"
"28049","Gm38243"
"28050","Gm29506"
"28051","Gm7784"
"28052","Gm28438"
"28053","Gm29216"
"28054","Gm20172"
"28055","Gm37543"
"28056","Gm37331"
"28057","Gm37211"
"28058","Gm37862"
"28059","Gm38286"
"28060","Gm37880"
"28061","Gm37011"
"28062","Gm29214"
"28063","Gm37051"
"28064","Gm38260"
"28065","Gm37628"
"28066","8030445P17Rik"
"28067","Gm38198"
"28068","Gm37077"
"28069","Gm37895"
"28070","Gm36952"
"28071","Gm37602"
"28072","2900022M07Rik"
"28073","2900002M20Rik"
"28074","Gm9884"
"28075","Gm37522"
"28076","Gm37906"
"28077","Gm37999"
"28078","Gm37911"
"28079","Gm37792"
"28080","Gm29228"
"28081","Gm37618"
"28082","1700001G17Rik"
"28083","Gm38173"
"28084","Gm37067"
"28085","Gm37354"
"28086","Gm38157"
"28087","Gm26788"
"28088","A930005N03Rik"
"28089","Gm3052"
"28090","Gm28417"
"28091","Gm29730"
"28092","Gm37224"
"28093","Gm37127"
"28094","D430040D24Rik"
"28095","Gm38115"
"28096","F830112A20Rik"
"28097","4930594C11Rik"
"28098","Gm43213"
"28099","Gm37062"
"28100","Gm34727"
"28101","Gm37309"
"28102","Gm3617"
"28103","Gm15832"
"28104","Gm23722"
"28105","Gm38070"
"28106","Gm37047"
"28107","4930420N18Rik"
"28108","Gm20646"
"28109","Pantr2"
"28110","Gm37536"
"28111","Gm38228"
"28112","Gm29247"
"28113","Gm37626"
"28114","Gm38110"
"28115","Gm38211"
"28116","n-R5s211"
"28117","Gm37393"
"28118","Gm8337"
"28119","Gm23240"
"28120","Gm28320"
"28121","Gm29453"
"28122","Gm28323"
"28123","Gm8420"
"28124","Gm28177"
"28125","Gm45679"
"28126","Rps27a-ps1"
"28127","Nemp2"
"28128","Gm29670"
"28129","Gm18800"
"28130","Gm37633"
"28131","Gm36955"
"28132","Gm37370"
"28133","A130048G24Rik"
"28134","Gm17971"
"28135","Gm8292"
"28136","Gm38056"
"28137","Gm37382"
"28138","9130024F11Rik"
"28139","Gm37607"
"28140","Gm23966"
"28141","Gm20257"
"28142","Gm37760"
"28143","Gm28802"
"28144","Als2cr11b"
"28145","D430013B06Rik"
"28146","Gm29596"
"28147","Snord70"
"28148","Gm38125"
"28149","Gm37531"
"28150","Gm18829"
"28151","Gm15464"
"28152","6030460B20Rik"
"28153","Gm11575"
"28154","Gm11576"
"28155","Gm37198"
"28156","Rpl18-ps1"
"28157","Gm37205"
"28158","Gm38012"
"28159","Gm38278"
"28160","Gm38075"
"28161","Gm38351"
"28162","Gm11599"
"28163","Gm37121"
"28164","Snora41"
"28165","1700039I01Rik"
"28166","Gm13754"
"28167","Mir6899"
"28168","2810408I11Rik"
"28169","Gm38058"
"28170","Rpl10a-ps1"
"28171","Gm24729"
"28172","Gm25411"
"28173","Gm37181"
"28174","Gm37570"
"28175","Gm38387"
"28176","Gm38162"
"28177","Gm15789"
"28178","6820402A03Rik"
"28179","Gm37285"
"28180","Gm37755"
"28181","Gm38218"
"28182","Gm15793"
"28183","Gm37100"
"28184","Gm15670"
"28185","Gm25542"
"28186","Gm19335"
"28187","Gm37735"
"28188","Gm37769"
"28189","Gm37061"
"28190","Gm16076"
"28191","Gm29112"
"28192","Gm28112"
"28193","Gm16236"
"28194","Gm25360"
"28195","Gm25939"
"28196","RP23-432C4.2"
"28197","Gm38106"
"28198","Gm37503"
"28199","Gm29358"
"28200","Gm37931"
"28201","Gm37733"
"28202","Cnot9"
"28203","Gm16582"
"28204","Gm37264"
"28205","Mir6352"
"28206","Gm37884"
"28207","4833412K13Rik"
"28208","Gm6159"
"28209","Gm37932"
"28210","Gm37902"
"28211","Gm37262"
"28212","Gm45261"
"28213","Gm37645"
"28214","Gm38062"
"28215","A630081D01Rik"
"28216","Gm19552"
"28217","C430014B12Rik"
"28218","Gm28941"
"28219","Gm37517"
"28220","Gm37058"
"28221","Gm37959"
"28222","Gm37925"
"28223","Gm38374"
"28224","Gm37738"
"28225","Gm2619"
"28226","Gm6264"
"28227","Gm22786"
"28228","Gm37914"
"28229","Mir3535"
"28230","C130036L24Rik"
"28231","Gm37152"
"28232","Gm37022"
"28233","Gm29055"
"28234","Gm37485"
"28235","Gm38142"
"28236","Gm38010"
"28237","Gm37541"
"28238","Gm38021"
"28239","Gm6136"
"28240","Gm37967"
"28241","Gm37017"
"28242","Gm37447"
"28243","Gm26187"
"28244","4833421G17Rik"
"28245","Gm38365"
"28246","Gm20528"
"28247","Gm38312"
"28248","Gm37297"
"28249","Gm25180"
"28250","Gm28499"
"28251","4933400F21Rik"
"28252","Gm26037"
"28253","Gm37521"
"28254","D130058E05Rik"
"28255","Gm35048"
"28256","Gm36970"
"28257","Gm7785"
"28258","Gm29101"
"28259","Gm37048"
"28260","Gm37036"
"28261","Gm7867"
"28262","Gm37250"
"28263","BC055308"
"28264","Gm15427"
"28265","Gm37642"
"28266","Slco6b1"
"28267","Gm7133"
"28268","Gm7135"
